location_id,location_name,year_id,estimate_type,indicator_id,indicator_short,ihme_indicator_description,indicator_outline,indicator_unit,target_description,goal_description,scaled_value,scaled_lower,scaled_upper
189,Tanzania,2017,past,1040,Under-5 Mort,"Indicator 3.2.1: Under-5 mortality rate (probability of dying before the age of 5 per 1,000 livebirths)",3.2.1,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,24.6,20.9,28.2
190,Uganda,2017,past,1040,Under-5 Mort,"Indicator 3.2.1: Under-5 mortality rate (probability of dying before the age of 5 per 1,000 livebirths)",3.2.1,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,25.2,22.1,28.2
191,Zambia,2017,past,1040,Under-5 Mort,"Indicator 3.2.1: Under-5 mortality rate (probability of dying before the age of 5 per 1,000 livebirths)",3.2.1,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,24.3,20.2,28.1
193,Botswana,2017,past,1040,Under-5 Mort,"Indicator 3.2.1: Under-5 mortality rate (probability of dying before the age of 5 per 1,000 livebirths)",3.2.1,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,48.4,43.7,52.8
194,Lesotho,2017,past,1040,Under-5 Mort,"Indicator 3.2.1: Under-5 mortality rate (probability of dying before the age of 5 per 1,000 livebirths)",3.2.1,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,21.9,18.5,25.3
195,Namibia,2017,past,1040,Under-5 Mort,"Indicator 3.2.1: Under-5 mortality rate (probability of dying before the age of 5 per 1,000 livebirths)",3.2.1,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,35.4,31.3,39.3
196,South Africa,2017,past,1040,Under-5 Mort,"Indicator 3.2.1: Under-5 mortality rate (probability of dying before the age of 5 per 1,000 livebirths)",3.2.1,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,39.1,35.5,42.5
197,Swaziland,2017,past,1040,Under-5 Mort,"Indicator 3.2.1: Under-5 mortality rate (probability of dying before the age of 5 per 1,000 livebirths)",3.2.1,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,32.0,28.5,35.5
198,Zimbabwe,2017,past,1040,Under-5 Mort,"Indicator 3.2.1: Under-5 mortality rate (probability of dying before the age of 5 per 1,000 livebirths)",3.2.1,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,26.8,23.6,30.0
200,Benin,2017,past,1040,Under-5 Mort,"Indicator 3.2.1: Under-5 mortality rate (probability of dying before the age of 5 per 1,000 livebirths)",3.2.1,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,17.5,13.9,21.1
201,Burkina Faso,2017,past,1040,Under-5 Mort,"Indicator 3.2.1: Under-5 mortality rate (probability of dying before the age of 5 per 1,000 livebirths)",3.2.1,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,11.7,7.7,15.6
202,Cameroon,2017,past,1040,Under-5 Mort,"Indicator 3.2.1: Under-5 mortality rate (probability of dying before the age of 5 per 1,000 livebirths)",3.2.1,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,20.4,17.0,23.8
203,Cape Verde,2017,past,1040,Under-5 Mort,"Indicator 3.2.1: Under-5 mortality rate (probability of dying before the age of 5 per 1,000 livebirths)",3.2.1,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,51.0,47.2,54.5
204,Chad,2017,past,1040,Under-5 Mort,"Indicator 3.2.1: Under-5 mortality rate (probability of dying before the age of 5 per 1,000 livebirths)",3.2.1,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,9.4,6.0,12.7
205,Cote d'Ivoire,2017,past,1040,Under-5 Mort,"Indicator 3.2.1: Under-5 mortality rate (probability of dying before the age of 5 per 1,000 livebirths)",3.2.1,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,17.5,13.8,21.1
206,The Gambia,2017,past,1040,Under-5 Mort,"Indicator 3.2.1: Under-5 mortality rate (probability of dying before the age of 5 per 1,000 livebirths)",3.2.1,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,30.7,26.4,34.7
207,Ghana,2017,past,1040,Under-5 Mort,"Indicator 3.2.1: Under-5 mortality rate (probability of dying before the age of 5 per 1,000 livebirths)",3.2.1,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,27.1,23.4,30.6
208,Guinea,2017,past,1040,Under-5 Mort,"Indicator 3.2.1: Under-5 mortality rate (probability of dying before the age of 5 per 1,000 livebirths)",3.2.1,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,13.9,10.0,17.7
209,Guinea-Bissau,2017,past,1040,Under-5 Mort,"Indicator 3.2.1: Under-5 mortality rate (probability of dying before the age of 5 per 1,000 livebirths)",3.2.1,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,20.5,16.9,24.2
210,Liberia,2017,past,1040,Under-5 Mort,"Indicator 3.2.1: Under-5 mortality rate (probability of dying before the age of 5 per 1,000 livebirths)",3.2.1,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,20.0,16.1,23.8
211,Mali,2017,past,1040,Under-5 Mort,"Indicator 3.2.1: Under-5 mortality rate (probability of dying before the age of 5 per 1,000 livebirths)",3.2.1,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,8.9,5.7,12.2
212,Mauritania,2017,past,1040,Under-5 Mort,"Indicator 3.2.1: Under-5 mortality rate (probability of dying before the age of 5 per 1,000 livebirths)",3.2.1,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,32.1,28.3,35.7
213,Niger,2017,past,1040,Under-5 Mort,"Indicator 3.2.1: Under-5 mortality rate (probability of dying before the age of 5 per 1,000 livebirths)",3.2.1,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,11.3,7.3,15.1
214,Nigeria,2017,past,1040,Under-5 Mort,"Indicator 3.2.1: Under-5 mortality rate (probability of dying before the age of 5 per 1,000 livebirths)",3.2.1,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,12.3,9.3,15.3
215,Sao Tome and Principe,2017,past,1040,Under-5 Mort,"Indicator 3.2.1: Under-5 mortality rate (probability of dying before the age of 5 per 1,000 livebirths)",3.2.1,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,42.3,38.9,45.5
216,Senegal,2017,past,1040,Under-5 Mort,"Indicator 3.2.1: Under-5 mortality rate (probability of dying before the age of 5 per 1,000 livebirths)",3.2.1,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,30.5,27.1,33.8
217,Sierra Leone,2017,past,1040,Under-5 Mort,"Indicator 3.2.1: Under-5 mortality rate (probability of dying before the age of 5 per 1,000 livebirths)",3.2.1,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,10.7,7.3,14.0
218,Togo,2017,past,1040,Under-5 Mort,"Indicator 3.2.1: Under-5 mortality rate (probability of dying before the age of 5 per 1,000 livebirths)",3.2.1,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,22.7,18.7,26.6
298,American Samoa,2017,past,1040,Under-5 Mort,"Indicator 3.2.1: Under-5 mortality rate (probability of dying before the age of 5 per 1,000 livebirths)",3.2.1,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,67.5,64.6,70.1
305,Bermuda,2017,past,1040,Under-5 Mort,"Indicator 3.2.1: Under-5 mortality rate (probability of dying before the age of 5 per 1,000 livebirths)",3.2.1,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,83.7,80.6,86.5
349,Greenland,2017,past,1040,Under-5 Mort,"Indicator 3.2.1: Under-5 mortality rate (probability of dying before the age of 5 per 1,000 livebirths)",3.2.1,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,60.2,57.3,62.8
351,Guam,2017,past,1040,Under-5 Mort,"Indicator 3.2.1: Under-5 mortality rate (probability of dying before the age of 5 per 1,000 livebirths)",3.2.1,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,60.7,58.3,62.9
376,Northern Mariana Islands,2017,past,1040,Under-5 Mort,"Indicator 3.2.1: Under-5 mortality rate (probability of dying before the age of 5 per 1,000 livebirths)",3.2.1,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,71.9,67.9,76.0
385,Puerto Rico,2017,past,1040,Under-5 Mort,"Indicator 3.2.1: Under-5 mortality rate (probability of dying before the age of 5 per 1,000 livebirths)",3.2.1,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,67.8,66.3,69.2
422,"Virgin Islands, U.S.",2017,past,1040,Under-5 Mort,"Indicator 3.2.1: Under-5 mortality rate (probability of dying before the age of 5 per 1,000 livebirths)",3.2.1,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,71.4,68.4,74.2
435,South Sudan,2017,past,1040,Under-5 Mort,"Indicator 3.2.1: Under-5 mortality rate (probability of dying before the age of 5 per 1,000 livebirths)",3.2.1,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,12.0,8.3,15.7
522,Sudan,2017,past,1040,Under-5 Mort,"Indicator 3.2.1: Under-5 mortality rate (probability of dying before the age of 5 per 1,000 livebirths)",3.2.1,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,30.7,26.9,34.4
6,China,2017,past,1041,Neonatal Mort,"Indicator 3.2.2: Neonatal mortality rate (probability of dying during the first 28 days of life per 1,000 livebirths)",3.2.2,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,63.4,58.8,68.1
7,North Korea,2017,past,1041,Neonatal Mort,"Indicator 3.2.2: Neonatal mortality rate (probability of dying during the first 28 days of life per 1,000 livebirths)",3.2.2,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,44.1,38.1,49.5
8,Taiwan,2017,past,1041,Neonatal Mort,"Indicator 3.2.2: Neonatal mortality rate (probability of dying during the first 28 days of life per 1,000 livebirths)",3.2.2,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,82.5,78.0,87.3
10,Cambodia,2017,past,1041,Neonatal Mort,"Indicator 3.2.2: Neonatal mortality rate (probability of dying during the first 28 days of life per 1,000 livebirths)",3.2.2,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,29.6,25.4,33.6
11,Indonesia,2017,past,1041,Neonatal Mort,"Indicator 3.2.2: Neonatal mortality rate (probability of dying during the first 28 days of life per 1,000 livebirths)",3.2.2,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,34.4,29.7,38.9
12,Laos,2017,past,1041,Neonatal Mort,"Indicator 3.2.2: Neonatal mortality rate (probability of dying during the first 28 days of life per 1,000 livebirths)",3.2.2,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,16.9,12.4,21.3
13,Malaysia,2017,past,1041,Neonatal Mort,"Indicator 3.2.2: Neonatal mortality rate (probability of dying during the first 28 days of life per 1,000 livebirths)",3.2.2,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,69.4,63.6,75.4
14,Maldives,2017,past,1041,Neonatal Mort,"Indicator 3.2.2: Neonatal mortality rate (probability of dying during the first 28 days of life per 1,000 livebirths)",3.2.2,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,64.0,58.8,69.2
15,Myanmar,2017,past,1041,Neonatal Mort,"Indicator 3.2.2: Neonatal mortality rate (probability of dying during the first 28 days of life per 1,000 livebirths)",3.2.2,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,22.1,18.0,26.0
16,Philippines,2017,past,1041,Neonatal Mort,"Indicator 3.2.2: Neonatal mortality rate (probability of dying during the first 28 days of life per 1,000 livebirths)",3.2.2,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,38.2,32.1,45.5
17,Sri Lanka,2017,past,1041,Neonatal Mort,"Indicator 3.2.2: Neonatal mortality rate (probability of dying during the first 28 days of life per 1,000 livebirths)",3.2.2,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,60.3,56.0,64.3
18,Thailand,2017,past,1041,Neonatal Mort,"Indicator 3.2.2: Neonatal mortality rate (probability of dying during the first 28 days of life per 1,000 livebirths)",3.2.2,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,66.6,62.9,70.7
19,Timor-Leste,2017,past,1041,Neonatal Mort,"Indicator 3.2.2: Neonatal mortality rate (probability of dying during the first 28 days of life per 1,000 livebirths)",3.2.2,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,30.0,25.9,33.8
20,Vietnam,2017,past,1041,Neonatal Mort,"Indicator 3.2.2: Neonatal mortality rate (probability of dying during the first 28 days of life per 1,000 livebirths)",3.2.2,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,53.2,48.1,58.1
22,Fiji,2017,past,1041,Neonatal Mort,"Indicator 3.2.2: Neonatal mortality rate (probability of dying during the first 28 days of life per 1,000 livebirths)",3.2.2,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,37.3,32.9,41.5
23,Kiribati,2017,past,1041,Neonatal Mort,"Indicator 3.2.2: Neonatal mortality rate (probability of dying during the first 28 days of life per 1,000 livebirths)",3.2.2,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,27.3,22.6,31.9
24,Marshall Islands,2017,past,1041,Neonatal Mort,"Indicator 3.2.2: Neonatal mortality rate (probability of dying during the first 28 days of life per 1,000 livebirths)",3.2.2,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,40.2,33.3,47.6
25,Federated States of Micronesia,2017,past,1041,Neonatal Mort,"Indicator 3.2.2: Neonatal mortality rate (probability of dying during the first 28 days of life per 1,000 livebirths)",3.2.2,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,47.0,42.2,51.6
26,Papua New Guinea,2017,past,1041,Neonatal Mort,"Indicator 3.2.2: Neonatal mortality rate (probability of dying during the first 28 days of life per 1,000 livebirths)",3.2.2,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,21.9,17.0,26.5
27,Samoa,2017,past,1041,Neonatal Mort,"Indicator 3.2.2: Neonatal mortality rate (probability of dying during the first 28 days of life per 1,000 livebirths)",3.2.2,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,55.4,50.8,59.9
28,Solomon Islands,2017,past,1041,Neonatal Mort,"Indicator 3.2.2: Neonatal mortality rate (probability of dying during the first 28 days of life per 1,000 livebirths)",3.2.2,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,36.6,31.8,41.2
29,Tonga,2017,past,1041,Neonatal Mort,"Indicator 3.2.2: Neonatal mortality rate (probability of dying during the first 28 days of life per 1,000 livebirths)",3.2.2,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,51.0,46.3,55.4
30,Vanuatu,2017,past,1041,Neonatal Mort,"Indicator 3.2.2: Neonatal mortality rate (probability of dying during the first 28 days of life per 1,000 livebirths)",3.2.2,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,33.5,27.7,38.7
33,Armenia,2017,past,1041,Neonatal Mort,"Indicator 3.2.2: Neonatal mortality rate (probability of dying during the first 28 days of life per 1,000 livebirths)",3.2.2,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,59.8,56.4,63.1
34,Azerbaijan,2017,past,1041,Neonatal Mort,"Indicator 3.2.2: Neonatal mortality rate (probability of dying during the first 28 days of life per 1,000 livebirths)",3.2.2,Scaled/Normalized value ranging from 0-100,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births.",Ensure healthy lives and promote well-being for all at all ages.,23.5,19.1,27.6
